Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,SIAP,Duncan Ross,Lottery grant to Duncan Ross (2014-2015),GB-ACNI-c3b3d0d59a368c5e2821757545ada2b9,1320,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Dylan Quinn,Lottery grant to Dylan Quinn (2014-2015),GB-ACNI-5664d66f0f588cb19b75f9003f6fd30a,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Dympna Johnston,Lottery grant to Dympna Johnston (2014-2015),GB-ACNI-17040b10875f1bb36358101cc9236423,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Eamon Murray,Exchequer grant to Eamon Murray (2014-2015),GB-ACNI-d42a8124a3b93c8b38b6d0bd08073a13,2000,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Edward Dunlop,Lottery grant to Edward Dunlop (2014-2015),GB-ACNI-a1553d15696a717f2b703674504f8e39,5000,Young Musicians' Platform,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Eilise McNicholas,Exchequer grant to Eilise McNicholas (2014-2015),GB-ACNI-7ae80338d6b7343b24faa2a700e57a6a,150,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Elaine Gaston,Lottery grant to Elaine Gaston (2014-2015),GB-ACNI-54d346d202a3af2b2c0f24cea204c5b6,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Elaine Gaston,Lottery grant to Elaine Gaston (2014-2015),GB-ACNI-54d346d202a3af2b2c0f24cea204c5b6,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Elizabeth Meehan,Lottery grant to Elizabeth Meehan (2014-2015),GB-ACNI-a208a15c47c2dee707f78cf15d796f76,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Elvira Santamaría-Torres,Lottery grant to Elvira Santamaría-Torres (2014-2015),GB-ACNI-4f8980b9de44ebdcd07f871e32da3c81,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Emily Dedakis,Exchequer grant to Emily Dedakis (2014-2015),GB-ACNI-7c1ba4e7c534696d492e67d9c52e7673,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Emma McFarline,Lottery grant to Emma McFarline (2014-2015),GB-ACNI-3dfbfaae9f3e184856eff9296915a7fd,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Emma Ratcliffe,Lottery grant to Emma Ratcliffe (2014-2015),GB-ACNI-a6b038c8c8fb07e406ca197bfd5d6f23,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Eoin Dara McGreevy,Exchequer grant to Eoin Dara McGreevy (2014-2015),GB-ACNI-b2ee198b18f94e5fd9dd4f7e6c7a2d96,2240,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Eoin O'Callaghan,Exchequer grant to Eoin O'Callaghan (2014-2015),GB-ACNI-9f8fdc5c2e23c7401cd399edc39d13bf,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Eoin O'Callaghan,Lottery grant to Eoin O'Callaghan (2014-2015),GB-ACNI-a803c87f9393b158d98abafe71b697a4,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Erin Hagan,Exchequer grant to Erin Hagan (2014-2015),GB-ACNI-feb5b909d7ce68536112a8857e012d82,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Erin Halliday,Lottery grant to Erin Halliday (2014-2015),GB-ACNI-f311797d023b922d2e54646355624677,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Esther Alleyne,Lottery grant to Esther Alleyne (2014-2015),GB-ACNI-a8be709d3c787923c37e62dacc78a6ac,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Ewen Friers,Exchequer grant to Ewen Friers (2014-2015),GB-ACNI-d5dc368438e966d402cc59c213a4cd80,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Field Day Theatre Co,Exchequer grant to Field Day Theatre Co (2014-2015),GB-ACNI-75d89ef6f7b947fe1284190241086f87,36000,Professional Arts Abroad,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Fiona Chambers,Lottery grant to Fiona Chambers (2014-2015),GB-ACNI-dbe7bcf2b0d2504dbfbd009bee7192fc,971,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Fiona Finnegan,Lottery grant to Fiona Finnegan (2014-2015),GB-ACNI-3599e8b2e7f139792e40b0d0955833b3,1239,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Fiona McCourt,Exchequer grant to Fiona McCourt (2014-2015),GB-ACNI-5bebcd1f560f2910ece81663336c7e56,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Fiona Umetsu,Exchequer grant to Fiona Umetsu (2014-2015),GB-ACNI-7e89334772bf20b9925052d6063b38af,650,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Frances Quinn,Exchequer grant to Frances Quinn (2014-2015),GB-ACNI-f36ce81504372bffe0d4b3d8b0769959,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Frances Ryan,Lottery grant to Frances Ryan (2014-2015),GB-ACNI-9350e7abe389eff3d1e903a2de4425fd,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Frankie Quinn,Lottery grant to Frankie Quinn (2014-2015),GB-ACNI-5b1aab828d7549d570dc635b377b5263,2500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ganesh Kumbla,Lottery grant to Ganesh Kumbla (2014-2015),GB-ACNI-18ebf8b49fed87f07e00b22e711343a2,1270,Minority Ethnic Individual Artists Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Gary Lutton,Exchequer grant to Gary Lutton (2014-2015),GB-ACNI-0627e1531a8b9c0a677858c5e7aa1b60,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gary Mitchell,Lottery grant to Gary Mitchell (2014-2015),GB-ACNI-8eabb034425dd71f3d2ea537f1d6f322,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gary Rowntree,Lottery grant to Gary Rowntree (2014-2015),GB-ACNI-602ed59b3bd1ce2dc5de7b1bcae67650,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Gerard Brennan,Exchequer grant to Gerard Brennan (2014-2015),GB-ACNI-138f5f377e0e61cb5fb3053836e9d7d2,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gerard Brennan,Lottery grant to Gerard Brennan (2014-2015),GB-ACNI-f5bf02cc4025f437b8edf97f1d805808,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gerry Gleason,Lottery grant to Gerry Gleason (2014-2015),GB-ACNI-736978baecf4b5aa9d9be0fa6d7c783e,1200,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gerry Murphy,Lottery grant to Gerry Murphy (2014-2015),GB-ACNI-34cb088d9edb9dcd4662cd031f51a737,1396,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Gillian McDade,Lottery grant to Gillian McDade (2014-2015),GB-ACNI-44073e8ca118e59ccff383b2115bbd18,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Glenn Marshall,Lottery grant to Glenn Marshall (2014-2015),GB-ACNI-bc2a936f83f948323cbfed8a0a0cef49,15000,Major Individual Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Graham Milligan,Lottery grant to Graham Milligan (2014-2015),GB-ACNI-884116d5f8532c70adb0179a5bcff9e7,880,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Grainne Holland,Exchequer grant to Grainne Holland (2014-2015),GB-ACNI-415abd3b40a69d4fdf0eb0b2a905ed6e,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Grainne Tobin,Exchequer grant to Grainne Tobin (2014-2015),GB-ACNI-38fe7368ce7fe979308d3c371d84b014,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Greg Caffrey,Lottery grant to Greg Caffrey (2014-2015),GB-ACNI-d2295085d4638063bd3502595f88f00a,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Hannah McPhillimy,Lottery grant to Hannah McPhillimy (2014-2015),GB-ACNI-2fcde153bd9fe87b3c8a90ced6b97184,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Helen Sharp,Lottery grant to Helen Sharp (2014-2015),GB-ACNI-ebf36af71d70379793dbaf6274f466d1,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Helena Hamilton,Lottery grant to Helena Hamilton (2014-2015),GB-ACNI-6c8ae28fc5de03fc0ce7f87b10963d4b,1535,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Helena Hamilton,Lottery grant to Helena Hamilton (2014-2015),GB-ACNI-6c8ae28fc5de03fc0ce7f87b10963d4b,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Hilary McCollum,Lottery grant to Hilary McCollum (2014-2015),GB-ACNI-d43ab39cb291ad0c1fd6763776591e27,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,James Robert Moore,Lottery grant to James Robert Moore (2014-2015),GB-ACNI-52debdc7cec1440116732c616118de5a,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jamie Buckley,Lottery grant to Jamie Buckley (2014-2015),GB-ACNI-52db35a8e0a956d51877e58633f00af6,1674,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jamie Doherty,Lottery grant to Jamie Doherty (2014-2015),GB-ACNI-3d7eace95cfad6572a61815c8542c127,1200,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Jamie Harper,Exchequer grant to Jamie Harper (2014-2015),GB-ACNI-f9877a6204f2c392e06f3215a125e24e,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jamie Harper,Lottery grant to Jamie Harper (2014-2015),GB-ACNI-4076b9af80f77bb936c2925e529c2ddd,1486,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Janet Dowd,Exchequer grant to Janet Dowd (2014-2015),GB-ACNI-c62eef106468f49727c76b104346f780,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jason O'Rourke,Lottery grant to Jason O'Rourke (2014-2015),GB-ACNI-1124b6510c4594ed28200095f216a2f5,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jemma Millen,Lottery grant to Jemma Millen (2014-2015),GB-ACNI-b548769a426e0d6d8a51fb2cd22b3f75,1243,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jenna Kirkwood,Lottery grant to Jenna Kirkwood (2014-2015),GB-ACNI-701fadc885f790cf0ac7601e12afe371,1343,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jenni Doherty,Lottery grant to Jenni Doherty (2014-2015),GB-ACNI-13eedfca7f29c503fa479aac0b5bcc5d,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jennifer Trouton,Lottery grant to Jennifer Trouton (2014-2015),GB-ACNI-962262162c949a01fd8c500ce356fd1f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jeremy Lyons,Lottery grant to Jeremy Lyons (2014-2015),GB-ACNI-68648418b9678719f49e13ebef2ba3c8,1250,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,jiann hughes,Lottery grant to jiann hughes (2014-2015),GB-ACNI-23e3dc8acd2c39b30f53dd007750ca22,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jill Quigley,Lottery grant to Jill Quigley (2014-2015),GB-ACNI-8afbec06723cac8393eab37504efed64,960,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Jim McKeever,Exchequer grant to Jim McKeever (2014-2015),GB-ACNI-c3562fe4c19c8834925cb6a79839a684,650,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Joanne Dornan,Lottery grant to Joanne Dornan (2014-2015),GB-ACNI-ad75eef5c68818215604288e42564b37,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Joanne Proctor,Lottery grant to Joanne Proctor (2014-2015),GB-ACNI-7b8d34bc79edba4acdfbb4b326cdfef5,2076,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Joe Campbell,Lottery grant to Joe Campbell (2014-2015),GB-ACNI-f4adf62079e6d3d73ce3a90bd65f49db,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Johanna Leech,Lottery grant to Johanna Leech (2014-2015),GB-ACNI-fc06094a38b4eb31bc616aecaf809495,1448,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,John Joseph Baucher,Exchequer grant to John Joseph Baucher (2014-2015),GB-ACNI-1dddb93aa0298708d86be08e1f208cff,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,John McKeag,Lottery grant to John McKeag (2014-2015),GB-ACNI-695f8037a5680e3a2c75e28ffeea762b,2500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,John Rainey,Lottery grant to John Rainey (2014-2015),GB-ACNI-2cc29ed23fe3980ec7cb9c107c51d585,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,John Robinson,Exchequer grant to John Robinson (2014-2015),GB-ACNI-c31f477c7ebe46408808272ecae287f6,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Jonathan Hicks,Lottery grant to Jonathan Hicks (2014-2015),GB-ACNI-64867aaf3ac5c608f404dbe894635399,699.9,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Josephine McCormick,Exchequer grant to Josephine McCormick (2014-2015),GB-ACNI-ef2af4d6c922774e3f67a9c4698fb9f8,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Josie Nugent,Lottery grant to Josie Nugent (2014-2015),GB-ACNI-73858a483311f0715505a4fd1dcec08a,500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Julie Anne Carson,Exchequer grant to Julie Anne Carson (2014-2015),GB-ACNI-c45a57eec9629cb568e1d19c07b8e1d9,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Julieann Campbell,Lottery grant to Julieann Campbell (2014-2015),GB-ACNI-a4ac713a2e49b8d4dc82d345f3e4555f,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
