Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
24852918,360G-ACE-24852918,Brandon Allen,Highgate Jazz with Soul Festival,"£5,000",13-Aug-13,GBP,Q2,London,Haringey,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24857391,360G-ACE-24857391,Istros Books Ltd,Best of the Balkans 2014,"£15,000",13-Aug-13,GBP,Q2,London,Camden,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24858193,360G-ACE-24858193,African Culture Arts and Sport Network,London Soukous Music Festival,"£14,920",13-Aug-13,GBP,Q2,London,Havering,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24858344,360G-ACE-24858344,Seonaid Goody,My Mother is a Fish research and rehearsal process,"£11,573",13-Aug-13,GBP,Q2,London,Hackney,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24860051,360G-ACE-24860051,Carnaval Del Pueblo Association,Latino Festival (LF),"£15,000",13-Aug-13,GBP,Q2,London,Southwark,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24860199,360G-ACE-24860199,Fun Palaces 2014,R&D for Fun Palaces 2014,"£15,000",13-Aug-13,GBP,Q2,London,Lambeth,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24860227,360G-ACE-24860227,Karen Christopher,Control Signal,"£9,000",13-Aug-13,GBP,Q2,London,Tower Hamlets,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24867616,360G-ACE-24867616,deep:black london,The Fox and the Tiger: Tales from East London,"£9,887",13-Aug-13,GBP,Q2,London,Tower Hamlets,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24867667,360G-ACE-24867667,Nikita Lalwani,The Altruist - A novel,"£14,500",13-Aug-13,GBP,Q2,London,Islington,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24873080,360G-ACE-24873080,Rosemary Goldsmith,Greece Is The Word!,"£14,600",13-Aug-13,GBP,Q2,London,Ealing,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24878200,360G-ACE-24878200,London Bubble Theatre Company Ltd,From Docks to Desktops,"£14,694",13-Aug-13,GBP,Q2,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24879856,360G-ACE-24879856,Moving East,Professional Development Programme for Dance,"£14,727",13-Aug-13,GBP,Q2,London,Hackney,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24886504,360G-ACE-24886504,British Film Institute,Experimenta at the BFI London Film Festival,"£15,000",13-Aug-13,GBP,Q2,London,Lambeth,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24887980,360G-ACE-24887980,Martin Collins,Gaze Project RnD,"£14,500",13-Aug-13,GBP,Q2,London,Greenwich,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24890373,360G-ACE-24890373,Freud Museum London,Art and Mind: The Enduring Legacy of Sigmund Freud,"£14,000",13-Aug-13,GBP,Q2,London,Camden,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24892895,360G-ACE-24892895,Tara Saclier d'Arquian,In Situ: Dual-purpose Compass Commission,"£5,907",13-Aug-13,GBP,Q2,London,Southwark,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24895347,360G-ACE-24895347,Laura McCluskey,Cake and Congo,"£11,904",13-Aug-13,GBP,Q2,London,Hammersmith and Fulham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24926647,360G-ACE-24926647,Folk in Motion,EFDSS Residency,"£18,000",13-Aug-13,GBP,Q2,London,Newham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24939861,360G-ACE-24939861,Little Soldier Productions Ltd,You and Me 2013 UK Autumn Tour,"£9,811",13-Aug-13,GBP,Q2,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24950734,360G-ACE-24950734,Border Crossings,Origins Festival - Contacting Audiences,"£6,000",13-Aug-13,GBP,Q2,London,Enfield,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24855549,360G-ACE-24855549,Newcastle City Council,New Year's Eve Winter Carnival,"£14,800",14-Aug-13,GBP,Q2,North,Newcastle upon Tyne,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24860025,360G-ACE-24860025,Michael Heath,Studio Salford Write For The Stage course,"£9,620",14-Aug-13,GBP,Q2,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24866368,360G-ACE-24866368,Sunshine Wong,Art Sheffield 13 Parallel Programme,"£12,000",14-Aug-13,GBP,Q2,North,Sheffield,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24873053,360G-ACE-24873053,Tom Palmer,Barrington Stoke children's rugby novel research,"£1,799",14-Aug-13,GBP,Q2,North,Calderdale,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24873186,360G-ACE-24873186,Juba do Leão,'Juba do Leão Youth' - working title,"£8,075",14-Aug-13,GBP,Q2,North,Manchester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24875234,360G-ACE-24875234,Kraig Wilson,Utopia,"£14,020",14-Aug-13,GBP,Q2,North,Redcar and Cleveland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24880251,360G-ACE-24880251,Chester Music Society,CMS Choir Commissioning Project.,"£2,800",14-Aug-13,GBP,Q2,North,Cheshire West and Chester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24880618,360G-ACE-24880618,Matthew Robinson,Indecision,"£1,000",14-Aug-13,GBP,Q2,Other,Other,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24883573,360G-ACE-24883573,Owl Project,Flow Instrument Lab:: STF development,"£8,100",14-Aug-13,GBP,Q2,North,Manchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24889627,360G-ACE-24889627,Dom Heffer,Extensions of Man - (Working title),"£6,284",14-Aug-13,GBP,Q2,North,"Kingston upon Hull, City of",Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24889763,360G-ACE-24889763,Caroline Bowditch,Falling in Love with Frida,"£11,400",14-Aug-13,GBP,Q2,Other,Other,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24896010,360G-ACE-24896010,Vicky Sturrs,Participation in Engage International Summer School,"£1,240",14-Aug-13,GBP,Q2,North,Middlesbrough,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24897350,360G-ACE-24897350,Jane Todd,do re mi Early Years Music Classes,"£4,989",14-Aug-13,GBP,Q2,North,County Durham,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25001354,360G-ACE-25001354,Clare Brumby,"Gender, Process & Collaboration (Working Title)","£5,000",14-Aug-13,GBP,Q2,North,Knowsley,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25010357,360G-ACE-25010357,Chris Loveless,The Ashton Group artistic development project,"£11,000",14-Aug-13,GBP,Q2,North,South Lakeland,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25012054,360G-ACE-25012054,Jim Mitcham,This Is Bradford,"£7,000",14-Aug-13,GBP,Q2,North,Bradford,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25015429,360G-ACE-25015429,Luke Daniels,Gaolian Roodloft Songs,"£8,892",14-Aug-13,GBP,Q2,Other,Other,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25119013,360G-ACE-25119013,The Hamilton Project,Ramsbottom Festival Arts Programme,"£14,950",14-Aug-13,GBP,Q2,North,Cheshire East,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24858150,360G-ACE-24858150,Limbik Ltd,The Messenger - Research and Development,"£10,270",14-Aug-13,GBP,Q2,South East,Waveney,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24859121,360G-ACE-24859121,Wildheart & Lyric,Birdy regional tour of East and South East England,"£15,000",14-Aug-13,GBP,Q2,South East,Horsham,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24870748,360G-ACE-24870748,Reading Repertory Theatre,Tango - Research and Development,"£10,000",14-Aug-13,GBP,Q2,South East,Wokingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24873147,360G-ACE-24873147,Still Point Theatre,Moon Project,"£14,990",14-Aug-13,GBP,Q2,South East,Brighton and Hove,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24888009,360G-ACE-24888009,Adam De Ville,Alternative Visitor Information Stations,"£10,250",14-Aug-13,GBP,Q2,South East,Canterbury,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24888149,360G-ACE-24888149,Apna Virsa,Contemporary Asian Arts Programme and development,"£14,930",14-Aug-13,GBP,Q2,South East,South Bucks,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24890407,360G-ACE-24890407,Becky Edmunds,Distant War,"£14,532",14-Aug-13,GBP,Q2,South East,Adur,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24901732,360G-ACE-24901732,Second Side,Blackout by Davey Anderson,"£9,195",14-Aug-13,GBP,Q2,South East,Norwich,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24901834,360G-ACE-24901834,Red Herring Productions CIC,Funny Peculiar,"£10,300",14-Aug-13,GBP,Q2,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24902852,360G-ACE-24902852,Permindar Kaur,Personal and artistic development,"£11,061",14-Aug-13,GBP,Q2,South East,St Albans,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24906678,360G-ACE-24906678,Ellen Havard,Hurricane Boy,"£15,000",14-Aug-13,GBP,Q2,South East,Oxford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24907606,360G-ACE-24907606,Rachel Rayns,Zoë Star: Creative Research and Development,"£13,500",14-Aug-13,GBP,Q2,South East,Breckland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24918136,360G-ACE-24918136,Jenny Williams,Hashtag#Mango,"£15,000",14-Aug-13,GBP,Q2,South East,Eastbourne,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25001402,360G-ACE-25001402,Irene Baker,The Frog & The Princess,"£14,500",14-Aug-13,GBP,Q2,South East,South Norfolk,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24901911,360G-ACE-24901911,xHumed,xHumed. Dead Good Thinking : Speakers-in-a-Box,"£15,000",19-Aug-13,GBP,Q2,Midlands,Birmingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24912777,360G-ACE-24912777,Rhubarb Theatre Company,The Flying Flapper,"£15,000",19-Aug-13,GBP,Q2,Midlands,North Kesteven,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24932530,360G-ACE-24932530,Off the Fence Theatre Company,Off the Fence Theatre Company Touring and Mentoring,"£14,950",19-Aug-13,GBP,Q2,Midlands,Leicester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24932607,360G-ACE-24932607,Matthew Macaulay,Pluspace and Local Studio Network Development,"£14,494",19-Aug-13,GBP,Q2,Midlands,Coventry,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24941748,360G-ACE-24941748,Stuart Whipps,The Formation of The Universe (working title),"£12,922",19-Aug-13,GBP,Q2,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24948626,360G-ACE-24948626,Mathew Parkin,2013-14 professional and practice development,"£5,600",19-Aug-13,GBP,Q2,Midlands,Birmingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24910144,360G-ACE-24910144,The Dartington Hall Trust,Chamber Challenge,"£9,993",20-Aug-13,GBP,Q2,South West,South Hams,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24917118,360G-ACE-24917118,Shaun McCarthy,(Development and showcase for) THE HOOLIGAN NIGHTS,"£6,000",20-Aug-13,GBP,Q2,South West,North Somerset,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24924231,360G-ACE-24924231,Nicholas White,Yer Tiz,"£2,035",20-Aug-13,GBP,Q2,South West,Bath and North East Somerset,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24924566,360G-ACE-24924566,Andrew Henon,'Who Cares' Working Title,"£15,000",20-Aug-13,GBP,Q2,South West,Mendip,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24940937,360G-ACE-24940937,Spaniel In The Works Theatre Company,The First Stroud Theatre Festival,"£2,300",20-Aug-13,GBP,Q2,South West,Stroud,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24942636,360G-ACE-24942636,Emerging Music,The M & M Tour with Mabon and The Maz O'Connor Trio,"£7,000",20-Aug-13,GBP,Q2,South West,Torridge,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
