Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25316737,360G-ACE-25316737,Debbie Cooper,Derby Anon,14000,GBP,2013-10-14,Q3,Midlands,Derbyshire Dales,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25322730,360G-ACE-25322730,Max Kandhola,The Aura of Boxing,14900,GBP,2013-10-14,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25324364,360G-ACE-25324364,Vamos Theatre,VAMOS 2015 SHOW R&D + TOURING MODEL & CONSORTIUM,7030,GBP,2013-10-14,Q3,Midlands,Worcester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25339641,360G-ACE-25339641,Sean Carroll,Cultural Quarter Christmas Celebration,8200,GBP,2013-10-14,Q3,Midlands,Leicester,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25046369,360G-ACE-25046369,Morecambe Winter Gardens Preservation Trust Ltd,Morecambe Variety Weekend 2014,20000,GBP,2013-10-14,Q3,North,Cheshire West and Chester,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25046937,360G-ACE-25046937,Egle Meistaite,Heart Variations for String Quartet Tour,63386,GBP,2013-10-14,Q3,North,Liverpool,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25083865,360G-ACE-25083865,Northern Roots,The Diversity Network,30000,GBP,2013-10-14,Q3,North,Gateshead,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25102957,360G-ACE-25102957,Geddes Loom,Prelude to a Number,40549,GBP,2013-10-14,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25303701,360G-ACE-25303701,Plasticine Men (The),R&D 'Rahimullah & Sons',12133,GBP,2013-10-15,Q3,South West,"Bristol, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25305031,360G-ACE-25305031,Simon Granell,A Machine Aesthetic,5790,GBP,2013-10-15,Q3,South West,Bournemouth,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25310627,360G-ACE-25310627,Caitlin Shepherd,Common Threads: Stories to Wear,14000,GBP,2013-10-15,Q3,South West,"Bristol, City of",Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25321160,360G-ACE-25321160,Churchill Music!,Joint Composition Project,2600,GBP,2013-10-15,Q3,South West,North Somerset,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25323275,360G-ACE-25323275,Theatre Uncut,The flagship production of Theatre Uncut 2013,8000,GBP,2013-10-15,Q3,South West,"Bristol, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25340962,360G-ACE-25340962,Afrika Eye Community Interest Company (CIC),East Africa Calling,9700,GBP,2013-10-15,Q3,South West,"Bristol, City of",Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25021553,360G-ACE-25021553,Georgia Bance,Story Spinner Story Tree Project,26500,GBP,2013-10-15,Q3,London,Barnet,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25021688,360G-ACE-25021688,Greenwich and Lewisham Young People's Theatre,Progression,134930,GBP,2013-10-15,Q3,London,Greenwich,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25047147,360G-ACE-25047147,Manu Luksch,TO BE CONNECTED  (reapplication of URN 23983630),22500,GBP,2013-10-15,Q3,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25101932,360G-ACE-25101932,Station House Opera,Dissolve,42400,GBP,2013-10-15,Q3,London,Tower Hamlets,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25313960,360G-ACE-25313960,Catherine Smith,The New Cockaigne - Ballad and Live Literature,7830,GBP,2013-10-16,Q3,South East,Lewes,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25316491,360G-ACE-25316491,PHOTOGRAPHY  OXFORD,PHOTOGRAPHY OXFORD Festival 2014,15000,GBP,2013-10-16,Q3,South East,Oxford,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25321807,360G-ACE-25321807,Brighton Festival Fringe,Pilot of Brighton Fringe Annual Showcase Week,15000,GBP,2013-10-16,Q3,South East,Brighton and Hove,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25329767,360G-ACE-25329767,The ONCA Trust,INorganic,15000,GBP,2013-10-16,Q3,South East,Brighton and Hove,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25330039,360G-ACE-25330039,Justine Reeve,Hatstand,7280,GBP,2013-10-16,Q3,South East,Brighton and Hove,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25340869,360G-ACE-25340869,Junk TV Ltd.,The Elevator Cam,9170,GBP,2013-10-16,Q3,South East,Brighton and Hove,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25067174,360G-ACE-25067174,South Kesteven District Council,Giants of Science,89280,GBP,2013-10-16,Q3,Midlands,South Kesteven,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25080308,360G-ACE-25080308,The Mouthy Poets,The Mouthy Poets,88531,GBP,2013-10-16,Q3,Midlands,Nottingham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25060571,360G-ACE-25060571,'Owdyado Theatre,The Confession,17325,GBP,2013-10-16,Q3,South West,Cornwall,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25073479,360G-ACE-25073479,"Common Players, The",A New Jerusalem,49882,GBP,2013-10-16,Q3,South West,Mid Devon,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25075712,360G-ACE-25075712,Plymouth Dance,Missing Links,99500,GBP,2013-10-16,Q3,South West,Plymouth,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25092119,360G-ACE-25092119,Charlotte Bond,The Magic Beanstalk,25649,GBP,2013-10-16,Q3,South West,Cornwall,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25307242,360G-ACE-25307242,Trish Clowes,Emulsion Festival,5000,GBP,2013-10-16,Q3,London,Lewisham,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25312730,360G-ACE-25312730,Forty Hall and Estate,Wilson & Kesseler @ Forty Hall,13460,GBP,2013-10-16,Q3,London,Enfield,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25314012,360G-ACE-25314012,Sue Scott Davison,TWAS THE NIGHT A CO-PRODUCTION WITH LETCHWORTH ARTS,9200,GBP,2013-10-16,Q3,London,Westminster,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25323344,360G-ACE-25323344,Tim Johanson,New musical theatre retreat,5520,GBP,2013-10-16,Q3,London,Hounslow,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25326783,360G-ACE-25326783,Peter Owen Publishers,Digitisation and website development project,15000,GBP,2013-10-16,Q3,London,Haringey,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25326817,360G-ACE-25326817,Cui Yin Mok,PUSH presents: Something Human at The Terminal,10000,GBP,2013-10-16,Q3,London,Southwark,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25326844,360G-ACE-25326844,NYLon Productions,R&D/Commission of 'The Brooklyn Bumpkin',14300,GBP,2013-10-16,Q3,London,Hackney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25329799,360G-ACE-25329799,The Brick Box,Light Night Canning Town,14905,GBP,2013-10-16,Q3,London,Lewisham,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25330191,360G-ACE-25330191,Box Clever Theatre Company,Urban Mischief Project – Final Stage,13000,GBP,2013-10-16,Q3,London,Lambeth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25330399,360G-ACE-25330399,Simon Barraclough,Sunspots,15000,GBP,2013-10-16,Q3,London,Tower Hamlets,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25330915,360G-ACE-25330915,Rose English,Abstract Vaudeville: the Work of Rose English,15000,GBP,2013-10-16,Q3,London,Westminster,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25333217,360G-ACE-25333217,Stanley Merttens,The Day We Cut The King's Head Off,3756,GBP,2013-10-16,Q3,London,Camden,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25335711,360G-ACE-25335711,Opera in Space,Humperdinck's Opera Hansel & Gretel,15000,GBP,2013-10-16,Q3,London,Southwark,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25339784,360G-ACE-25339784,Snapdragon Productions,The Dead Wait,14733,GBP,2013-10-16,Q3,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25342032,360G-ACE-25342032,Stephen Wyatt,TOLD LOOK YOUNGER,3960,GBP,2013-10-16,Q3,London,Bromley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25302716,360G-ACE-25302716,Micah Purnell,"Ad-Art, Redeeming Advertising Space.",13145,GBP,2013-10-16,Q3,North,Oldham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25308139,360G-ACE-25308139,Sarah Corbett,Magical Strangers: Research and Development,4500,GBP,2013-10-16,Q3,North,Calderdale,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25310033,360G-ACE-25310033,DIY Theatre Community Interest Company,Following the Thread,14680,GBP,2013-10-16,Q3,North,Salford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25310491,360G-ACE-25310491,Arts and Heritage,Research and development - 3 projects,14580,GBP,2013-10-16,Q3,North,Northumberland,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25310800,360G-ACE-25310800,North of England Activities and Training,RSC in Newcastle,1141,GBP,2013-10-16,Q3,North,Bradford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25313982,360G-ACE-25313982,Juliana Mensah,Development of human rights artist residency,13500,GBP,2013-10-16,Q3,North,Gateshead,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25314651,360G-ACE-25314651,Jacqueline Budge,Kindermusik with Jacqui,5500,GBP,2013-10-16,Q3,North,Northumberland,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25320544,360G-ACE-25320544,The Culture House,Christmas in Grimsby,15000,GBP,2013-10-16,Q3,North,North East Lincolnshire,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25323248,360G-ACE-25323248,Stocksbridge High School,The Young Americans Tour,7500,GBP,2013-10-16,Q3,North,Sheffield,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25323624,360G-ACE-25323624,Hal Lever,"""I'm Not Drunk, Honest!"" research and development",8727,GBP,2013-10-16,Q3,North,Liverpool,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25069498,360G-ACE-25069498,The National Literacy Trust (NLT) - Reading The Game (RTG),21st Century Authors,187907,GBP,2013-10-16,Q3,London,Lambeth,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25083194,360G-ACE-25083194,Altered Skin,'Power Games' and 'A Broken Replicate',53831,GBP,2013-10-16,Q3,South East,Ipswich,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25092905,360G-ACE-25092905,The Fingersmiths,national tour FROZEN by Bryony Lavery,84488,GBP,2013-10-16,Q3,London,Waltham Forest,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25102081,360G-ACE-25102081,Plenty Productions Community Interest Company,Snakes and Ladders tour,36404,GBP,2013-10-16,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25152987,360G-ACE-25152987,Gravity & Levity,'Rites of War' production and tour,151018,GBP,2013-10-16,Q3,South East,Brighton and Hove,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25173793,360G-ACE-25173793,Plymouth City Council,New Expressions 3 (NE3),150000,GBP,2013-10-16,Q3,South West,Plymouth,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25520513,360G-ACE-25520513,Stroud International Textiles,Re-logged version of 24273772 due to budget change,78970,GBP,2013-10-21,Q3,South West,Stroud,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25365451,360G-ACE-25365451,Harborough District Council,The Symington Building Art Commission,15000,GBP,2013-10-21,Q3,Midlands,Harborough,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25376792,360G-ACE-25376792,Ben Harriott,Good Marwnin Thoresby - 'Portraits of places',11373,GBP,2013-10-21,Q3,Midlands,Nottingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25343870,360G-ACE-25343870,Potential Difference Theatre,Darknet,12666,GBP,2013-10-22,Q3,London,Lambeth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25344965,360G-ACE-25344965,Islington Community Theatre,ICT Scratch Festival (working title),13720,GBP,2013-10-22,Q3,London,Islington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25345732,360G-ACE-25345732,Alejandro Toledo,RoomCycle: Contemporary Music,14200,GBP,2013-10-22,Q3,London,Ealing,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25356416,360G-ACE-25356416,Hassan Mahamdallie,The Crows Plucked Your Sinews,6217,GBP,2013-10-22,Q3,London,Bexley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25356636,360G-ACE-25356636,Mary Mulready-Jones,Hackney School of Folk Music,5138,GBP,2013-10-22,Q3,London,Hackney,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25365490,360G-ACE-25365490,Toby Herschmann,Son Yambu tour 2014,9665,GBP,2013-10-22,Q3,London,Camden,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25367374,360G-ACE-25367374,Jocelyn Cunningham,Connected Conversations - Passing it On,14980,GBP,2013-10-22,Q3,London,Haringey,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25367799,360G-ACE-25367799,Art Start,Lamb Festival. Puppet Show,13240,GBP,2013-10-22,Q3,London,Enfield,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25375841,360G-ACE-25375841,Christopher Bailey,Research and Development: 'This Is How We Die',8665,GBP,2013-10-22,Q3,London,Lewisham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25376090,360G-ACE-25376090,Firehouse Creative Productions,Development for All Change Festival and Hellscreen,15000,GBP,2013-10-22,Q3,London,Lewisham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25376121,360G-ACE-25376121,Edwin Burdis,Light Green and Dark Grey (A Personal View),14995,GBP,2013-10-22,Q3,London,Tower Hamlets,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25383301,360G-ACE-25383301,"Goldsmiths, University of London",Subversive Stitch Revisited: The Politics of Cloth,10097,GBP,2013-10-22,Q3,London,Lewisham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25384619,360G-ACE-25384619,Vinay Patel,My development as a professional playwright,9666,GBP,2013-10-22,Q3,London,Bexley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25389585,360G-ACE-25389585,Scottee & Co,Camp (on the Estate),14962,GBP,2013-10-22,Q3,London,Camden,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25376321,360G-ACE-25376321,Tom Nicholas,Static,9066,GBP,2013-10-23,Q3,South West,Cornwall,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25384646,360G-ACE-25384646,Katrina Brown,what remains and is to come - Brown & Irvine,7448,GBP,2013-10-23,Q3,South West,South Hams,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25354188,360G-ACE-25354188,videoclub,China-UK video art exchange (working title),14873,GBP,2013-10-23,Q3,South East,Brighton and Hove,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25363788,360G-ACE-25363788,Eimear McBride,The Lesser Bohemians: a novel in progress,9950,GBP,2013-10-23,Q3,South East,Norwich,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25367679,360G-ACE-25367679,Futuredream Media Ltd,Theatre in the Cloud,10800,GBP,2013-10-23,Q3,South East,Shepway,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25368843,360G-ACE-25368843,Laura Cannell,Medieval Uprising Project,5283,GBP,2013-10-23,Q3,South East,South Norfolk,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25376636,360G-ACE-25376636,Shahidun Rahman,INDIA INK,4200,GBP,2013-10-23,Q3,South East,Cambridge,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391988,360G-ACE-25391988,Aneurin Wright,"""Noni's Wedding"" A Graphic Novel",11250,GBP,2013-10-23,Q3,South East,Brighton and Hove,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25345757,360G-ACE-25345757,Sticks Theatre,The  Hoarder,14845,GBP,2013-10-23,Q3,North,Kirklees,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25347987,360G-ACE-25347987,IgnitionStage Theatre Company,Prah,12838,GBP,2013-10-23,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25356038,360G-ACE-25356038,Kadija George,The Modern Pan-Africanist's Journey,14505,GBP,2013-10-23,Q3,North,Leeds,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25356443,360G-ACE-25356443,Loud and Clear Theatre Development Company,The 'Off The Rails' Project,6800,GBP,2013-10-23,Q3,North,Darlington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25356954,360G-ACE-25356954,Abigail Oliver,UK Krump Movement,1378,GBP,2013-10-23,Q3,North,Trafford,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25360838,360G-ACE-25360838,Debbie Sharp,A Packet of Crisps and a Bottle of Coke,8500,GBP,2013-10-23,Q3,North,Calderdale,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25364189,360G-ACE-25364189,Spiral Dance,Inside Out 2013,2490,GBP,2013-10-23,Q3,North,Rochdale,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25364461,360G-ACE-25364461,Clare Nadal,My Head is an Animal,7207,GBP,2013-10-23,Q3,North,Sheffield,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25381583,360G-ACE-25381583,Carolyn Jess-Cooke,Writing Motherhood,14920,GBP,2013-10-23,Q3,North,North Tyneside,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25387076,360G-ACE-25387076,Theatre Absolute,ALWAYS - Development work for future touring,14000,GBP,2013-10-28,Q3,Midlands,Coventry,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391139,360G-ACE-25391139,Janet Wood,Sunduza Buya,11000,GBP,2013-10-28,Q3,Midlands,Bassetlaw,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25393697,360G-ACE-25393697,St Philips Cathedral,Light Vision - an installation words and light,14600,GBP,2013-10-28,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25414647,360G-ACE-25414647,Splinter Studios,Splinter Studios,8514,GBP,2013-10-28,Q3,Midlands,Sandwell,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
