Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
26241938,360G-ACE-26241938,Warren FitzGerald,THE FORGIVING TREE (working title),8109,GBP,2014-03-05,Q4,South East,East Hertfordshire,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26246659,360G-ACE-26246659,Kassia Zermon,MULTIMOS,14780,GBP,2014-03-05,Q4,South East,Lewes,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26247359,360G-ACE-26247359,Francesca Baglione,Miss High Leg Kick’s A Chorus Line Audition Project,7625,GBP,2014-03-05,Q4,South East,Brighton and Hove,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26247666,360G-ACE-26247666,Ochre Print Studio,To Develop a Sustainable Business for Ochre PS,13005,GBP,2014-03-05,Q4,South East,Guildford,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26248212,360G-ACE-26248212,Menagerie Theatre Company,Swimming: Escalator East to Edinburgh,15000,GBP,2014-03-05,Q4,South East,Cambridge,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26255834,360G-ACE-26255834,Claremont Studios,'Dear Gordon',12400,GBP,2014-03-05,Q4,South East,Hastings,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26258813,360G-ACE-26258813,"Playhouse, Harlow",Leaving Home Party- Harlow & East to Edinburgh,14965,GBP,2014-03-05,Q4,South East,Harlow,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26259076,360G-ACE-26259076,Red Rose Chain,The Green Children of Woolpit,14987,GBP,2014-03-05,Q4,South East,Ipswich,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278616,360G-ACE-26278616,Michelle Goldsmith,Locus of the Dress: internal & external landscapes,6000,GBP,2014-03-05,Q4,South East,Thanet,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26208302,360G-ACE-26208302,Selma Dabbagh,We Are Here Now (a novel),15000,GBP,2014-03-05,Q4,London,Camden,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26209274,360G-ACE-26209274,Simon Greiff,Workshop and Showcase of ANYTHING CAN HAPPEN,8810,GBP,2014-03-05,Q4,London,Bromley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26216294,360G-ACE-26216294,Wilton's Music Hall Trust,WILTON'S - WORKING WITH SCHOOLS AND COMMUNITIES,13000,GBP,2014-03-05,Q4,London,Tower Hamlets,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26217490,360G-ACE-26217490,Penny Pepper,R&D: Lost in Spaces,14186,GBP,2014-03-05,Q4,London,Islington,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26218081,360G-ACE-26218081,Mamoru Iriguchi,PAINKILLERS: final development phase & performances,4181,GBP,2014-03-05,Q4,London,Hackney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26221996,360G-ACE-26221996,Deanna Rodger,LondonMatter (Lyric Hammersmith Scratch),3932,GBP,2014-03-05,Q4,London,Hammersmith and Fulham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26222147,360G-ACE-26222147,Tara Pilbrow,2+1,8782,GBP,2014-03-05,Q4,London,Hammersmith and Fulham,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26223791,360G-ACE-26223791,Sample Magic Ltd,London Electronic Music Event,7000,GBP,2014-03-05,Q4,London,Islington,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26226416,360G-ACE-26226416,Sound Four,Inside Outside: The Music of Bernard Parmegiani,5982,GBP,2014-03-05,Q4,London,Islington,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26226465,360G-ACE-26226465,David Micklem,53 Million Artists,14500,GBP,2014-03-05,Q4,London,Lambeth,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26226577,360G-ACE-26226577,Jacob Joyce,Survival Guides,3500,GBP,2014-03-05,Q4,London,Southwark,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26235247,360G-ACE-26235247,The Purple Ladies collective,The Hearing Trumpet,15000,GBP,2014-03-05,Q4,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26241586,360G-ACE-26241586,The Galloping Cuckoos,Canopy of Eyes,8000,GBP,2014-03-05,Q4,London,Waltham Forest,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26246632,360G-ACE-26246632,Echo Presents Limited,R&D for The Quiet House by Gareth Farr,5500,GBP,2014-03-05,Q4,London,Lewisham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26246897,360G-ACE-26246897,Desperate Optimists,Adler & Gibb: The Coda,10000,GBP,2014-03-05,Q4,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26248396,360G-ACE-26248396,Rhum and Clay Theatre Company,Research and development of The Perfect Game,10943,GBP,2014-03-05,Q4,London,Brent,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26248538,360G-ACE-26248538,The Big House Theatre Company,THE PROPHET,9995,GBP,2014-03-05,Q4,London,Islington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26249452,360G-ACE-26249452,Nicola Rowlands,On the Road to the Sea,7250,GBP,2014-03-05,Q4,London,Wandsworth,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26258166,360G-ACE-26258166,Brownswood Music,Brownswood Emerging,14000,GBP,2014-03-05,Q4,London,Hackney,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26213339,360G-ACE-26213339,Mariam Rezaei,Composer Residency and Development at Lit and Phil,15000,GBP,2014-03-05,Q4,North,Gateshead,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26215404,360G-ACE-26215404,Tim Benjamin,Madame X,15000,GBP,2014-03-05,Q4,North,Calderdale,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26218172,360G-ACE-26218172,Ulverston International Music Festival,Ulverston International Music Festival,15000,GBP,2014-03-05,Q4,North,South Lakeland,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26218597,360G-ACE-26218597,Gearshift Theatre,'Giants' startling project.,3643,GBP,2014-03-05,Q4,North,Kirklees,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26221006,360G-ACE-26221006,Impossible Theatre,Codex,14965,GBP,2014-03-05,Q4,North,Kirklees,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26225328,360G-ACE-26225328,Isle In Harmony carnival troupe,Stealing the Show at Prestons' 40th Carnival,13750,GBP,2014-03-05,Q4,North,Preston,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26226114,360G-ACE-26226114,Leigh Neighbours Project,Our Art Neighbourhood,14952,GBP,2014-03-05,Q4,North,Wigan,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26226550,360G-ACE-26226550,Riverside Junior School,The poetry project,10000,GBP,2014-03-05,Q4,North,Calderdale,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26230169,360G-ACE-26230169,Middle Child Theatre,Weekend Rockstars,14750,GBP,2014-03-05,Q4,North,"Kingston upon Hull, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26230330,360G-ACE-26230330,Lauren Sagar,The Chandelier Story - narrative responses to art,11162,GBP,2014-03-05,Q4,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26235139,360G-ACE-26235139,Great Northern Events (NW) Ltd,Growing the NW Craft Ecology: 1,14950,GBP,2014-03-05,Q4,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26247385,360G-ACE-26247385,Clare Campbell,Big Love Sista,15000,GBP,2014-03-05,Q4,North,Liverpool,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26252441,360G-ACE-26252441,Anna Clarkson,DOWN BY THE RIVER,5200,GBP,2014-03-05,Q4,North,Calderdale,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26259458,360G-ACE-26259458,Silent Uproar Productions,Don Jon,2700,GBP,2014-03-05,Q4,North,"Kingston upon Hull, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26259564,360G-ACE-26259564,Jane Campion Hoye, Writer/Storyteller in Residence at Phoenix Hub,2995,GBP,2014-03-10,Q4,Midlands,Birmingham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26259672,360G-ACE-26259672,Literally.... Coventry Book Festival,Literally...Coventry Book Festival 2014,8875,GBP,2014-03-10,Q4,Midlands,Coventry,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26269926,360G-ACE-26269926,North Warwickshire Borough Council,Polesworth Wildlife Arts Award,7886,GBP,2014-03-10,Q4,Midlands,North Warwickshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26272127,360G-ACE-26272127,Craven Arts Community Interest,Shropshire Hills Art Week,6000,GBP,2014-03-10,Q4,Midlands,Shropshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26274908,360G-ACE-26274908,Stoke-on-Trent Festival Limited,Stoke-on-Trent Festival Education Project,14650,GBP,2014-03-10,Q4,Midlands,Stoke-on-Trent,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26276244,360G-ACE-26276244,Lisa Byrne,On Road (Working Title),15000,GBP,2014-03-10,Q4,Midlands,Kettering,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278965,360G-ACE-26278965,Coventry City Council,TWIN 70,14500,GBP,2014-03-10,Q4,Midlands,Coventry,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26300963,360G-ACE-26300963,Trinity Dance Academy,Dance master class with diversity and boadicea,2249,GBP,2014-03-10,Q4,Midlands,Derby,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26302315,360G-ACE-26302315,Tristram Aver,Aiming for a self sufficient practice,10700,GBP,2014-03-10,Q4,Midlands,Rushcliffe,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26306292,360G-ACE-26306292,"Birmingham Bach Choir, The",Unfinished Remembering a new choral symphony,15000,GBP,2014-03-10,Q4,Midlands,Solihull,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26306423,360G-ACE-26306423,Ort Gallery,Ort Gallery Exhibition and Events Programme 2014,14999,GBP,2014-03-10,Q4,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26311196,360G-ACE-26311196,Mike Tweddle,Our Fathers tour & They Come Over Here development,14821,GBP,2014-03-10,Q4,Midlands,Birmingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26259160,360G-ACE-26259160,David Gaffney,Alison Erika Forde's Sawn-Off Tales,6650,GBP,2014-03-11,Q4,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26262493,360G-ACE-26262493,"Arts Office, French Institute in the United Kingdom",It's All About Piano,14431,GBP,2014-03-11,Q4,London,Kensington and Chelsea,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26262537,360G-ACE-26262537,Nando Messias,The Sissy's Progress,12000,GBP,2014-03-11,Q4,London,Tower Hamlets,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26266400,360G-ACE-26266400,Ron Athey,Incorruptible Flesh:Messianic Remains,14255,GBP,2014-03-11,Q4,London,Islington,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26266621,360G-ACE-26266621,All Change,Inspire! - Lives,14978,GBP,2014-03-11,Q4,London,Islington,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26268188,360G-ACE-26268188,UpClose Productions London,Dead Party Animals,4476,GBP,2014-03-11,Q4,London,Islington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26268621,360G-ACE-26268621,Leila McMillan,Flying Low and Passing Through Development,14495,GBP,2014-03-11,Q4,London,Tower Hamlets,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26273011,360G-ACE-26273011,NONSUCH History and Dance,The Dance of the Deadly Sins,10000,GBP,2014-03-11,Q4,South East,Spelthorne,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278116,360G-ACE-26278116,Tim Johanson,New Musical Workshop,15000,GBP,2014-03-11,Q4,London,Hounslow,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26280337,360G-ACE-26280337,Julia Vogl,Future Memorial,8254,GBP,2014-03-11,Q4,London,Lambeth,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26281086,360G-ACE-26281086,Tim Spooner,The Assembly of Animals,15000,GBP,2014-03-11,Q4,London,Tower Hamlets,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26282252,360G-ACE-26282252,Malgorzata Kitowski,PoetryFilm,15000,GBP,2014-03-11,Q4,London,Hammersmith and Fulham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26285729,360G-ACE-26285729,Sara Sassanelli,FRESHMOSS,4000,GBP,2014-03-11,Q4,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26287686,360G-ACE-26287686,Morley College,Conducting Programme for Young Women (ages16-19),6000,GBP,2014-03-11,Q4,London,Lambeth,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26292925,360G-ACE-26292925,Kate Halsall,Cadavre exquis,15000,GBP,2014-03-11,Q4,London,Lewisham,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26295125,360G-ACE-26295125,Influx Press,6 Month Publishing Schedule + Business Development,15000,GBP,2014-03-11,Q4,London,Hackney,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26300667,360G-ACE-26300667,4749 Limited,Plastic Lunch,6758,GBP,2014-03-11,Q4,London,Southwark,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26300928,360G-ACE-26300928,EXAUDI,Exposure 2014,14500,GBP,2014-03-11,Q4,London,Tower Hamlets,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26267346,360G-ACE-26267346,SQx Danza,"SQx First Creation, Launch & Associate Activities",14834,GBP,2014-03-11,Q4,South West,South Gloucestershire,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26282190,360G-ACE-26282190,Smooth Space,Smooth Space Artist's Residency at Torre Abbey,14996,GBP,2014-03-11,Q4,South West,Teignbridge,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26302374,360G-ACE-26302374,Tit for Tat,The Most Dangerous Cup of Tea in the World,7715,GBP,2014-03-11,Q4,South West,"Bristol, City of",Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26305327,360G-ACE-26305327,Opera Circus, R & D for an International Youth Theatre Festival,8750,GBP,2014-03-11,Q4,South West,West Dorset,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26263536,360G-ACE-26263536,Amanda Addison,"Picasso, Cream Horns and Tulips for Alice - a novel",5425,GBP,2014-03-12,Q4,South East,South Norfolk,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26265604,360G-ACE-26265604,Bucket Club,Lorraine & Alan,12000,GBP,2014-03-12,Q4,South East,Colchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26268501,360G-ACE-26268501,Amy Hicks,Hix Productions,15000,GBP,2014-03-12,Q4,South East,Colchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26276506,360G-ACE-26276506,Broadstairs Folk Week,Green,14117,GBP,2014-03-12,Q4,South East,Thanet,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278060,360G-ACE-26278060,shambolic sideshow,A Furry Tale,5000,GBP,2014-03-12,Q4,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278465,360G-ACE-26278465,Ready Salted Code,Arrastre,14740,GBP,2014-03-12,Q4,South East,Brighton and Hove,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278936,360G-ACE-26278936,The Polar Museum,Poetry as curation in the Polar Museum,15000,GBP,2014-03-12,Q4,South East,Cambridge,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26281052,360G-ACE-26281052,Company Paradiso,Mental Health Development and Performance,15000,GBP,2014-03-12,Q4,South East,Adur,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26283459,360G-ACE-26283459,Nici Ruggiero,'Curse or Cure?',13681,GBP,2014-03-12,Q4,South East,Welwyn Hatfield,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26289734,360G-ACE-26289734,The Maydays Ltd,Maydays professional training and development,5218,GBP,2014-03-12,Q4,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26292513,360G-ACE-26292513,Monika Richards,WRITERS PROFESSIONAL DEVELOPMENT,15000,GBP,2014-03-12,Q4,South East,Brighton and Hove,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26293968,360G-ACE-26293968,Richard Fredman,Developing 'bloominauschwitz',13255,GBP,2014-03-12,Q4,South East,Cambridge,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26301699,360G-ACE-26301699,Mark Grist,Poetry Deathmatch,14000,GBP,2014-03-12,Q4,South East,Peterborough,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26311222,360G-ACE-26311222,HeadFirst Productions,La Bohème,14950,GBP,2014-03-12,Q4,South East,Wealden,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26312537,360G-ACE-26312537,Badac Theatre Company,The Flood,14804,GBP,2014-03-12,Q4,South East,Epping Forest,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26265643,360G-ACE-26265643,Annika Edge,Foot In The Door Development,13500,GBP,2014-03-12,Q4,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26268162,360G-ACE-26268162,Fatima Cristina Rodrigues,Women From My Country,9400,GBP,2014-03-12,Q4,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26268304,360G-ACE-26268304,Zoe Marriott,Buying time to write (YA Novel),15000,GBP,2014-03-12,Q4,North,North East Lincolnshire,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26273041,360G-ACE-26273041,Holme Valley Sharing Memories Group,Open the window,15000,GBP,2014-03-12,Q4,North,Kirklees,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26278090,360G-ACE-26278090,Wired Aerial Theatre,Development of an aerial creation centre in L'pool,15000,GBP,2014-03-12,Q4,North,Liverpool,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26282223,360G-ACE-26282223,Robinson Howell Partnership,mailout: creative arts documentation R&D phase,14989,GBP,2014-03-12,Q4,North,Blackburn with Darwen,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26283879,360G-ACE-26283879,Andrew Lucas,The Four Elements,14300,GBP,2014-03-12,Q4,North,South Lakeland,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
26287493,360G-ACE-26287493,Matt Panesh,To R&D new full length show '300 to 1,9631,GBP,2014-03-12,Q4,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
